Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
Allele-based Pathogen Identification (release v0.1.1)	https://usegalaxy.eu	cdf2f02428f5f83f	https://usegalaxy.eu/published/workflow?id=cdf2f02428f5f83f	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Allele-based Pathogen Identification (release v0.1)	https://usegalaxy.eu	d215a2e554fd83bc	https://usegalaxy.eu/published/workflow?id=d215a2e554fd83bc	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Gene-based Pathogen Identification (release v0.1)	https://usegalaxy.eu	77e5bbd317750915	https://usegalaxy.eu/published/workflow?id=77e5bbd317750915	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-09-19	2025-04-25	1	1		compose_text_param, __BUILD_LIST__, abricate, flye, fasta2tab, bandage_image, medaka_consensus_pipeline, tp_find_and_replace, split_file_to_collection, tab2fasta, param_value_from_file, collection_element_identifiers	De-novo assembly, Cross-assembly, Base-calling, Mapping assembly, Variant calling, Sequence assembly visualisation, Sequence assembly, Genome assembly, Antimicrobial resistance prediction		MIT			False	False
Nanopore Preprocessing (release v0.1)	https://usegalaxy.eu	344cd3a3c2ce5302	https://usegalaxy.eu/published/workflow?id=344cd3a3c2ce5302	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2024-09-19	2025-04-25	1	1		fastqc, minimap2, fastp, collapse_dataset, nanoplot, samtools_fastx, krakentools_extract_kraken_reads, collection_column_join, Add_a_column1, bamtools_split_mapped, multiqc, Grep1, __FILTER_FAILED_DATASETS__, kraken2, Cut1, regexColumn1, porechop	Data handling, Pairwise sequence alignment, Validation, Taxonomic classification, Box-Whisker plot plotting, Sequence composition calculation, Aggregation, Sequence contamination filtering, Scatter plot plotting, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Visualisation		MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation (release v0.1)	https://usegalaxy.eu	f6a763951d815944	https://usegalaxy.eu/published/workflow?id=f6a763951d815944	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		Count1, tp_replace_in_column, __FILTER_EMPTY_DATASETS__, fasta_merge_files_and_filter_unique_sequences, clustalw, tp_sorted_uniq, tp_split_on_column, ggplot2_heatmap, Remove beginning1, tab2fasta, fasta2tab, Cut1, regexColumn1, collapse_dataset, newick_display, bedtools_getfastabed, regex1, Grouping1, tp_multijoin_tool, fasttree, __FILTER_FAILED_DATASETS__, collection_column_join	Multiple sequence alignment, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Mapping, Visualisation		MIT			False	False
Taxonomy Profiling and Visualization with Kron (release v0.1)	https://usegalaxy.eu	ad8b6d73c9654305	https://usegalaxy.eu/published/workflow?id=ad8b6d73c9654305	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Visualisation, Aggregation, Taxonomic classification		MIT			False	False
Allele-based Pathogen Identification (release v0.1.2)	https://usegalaxy.eu	64abcddeb516a712	https://usegalaxy.eu/published/workflow?id=64abcddeb516a712	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-10-31	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
MGnify's amplicon pipeline v5.0 (release v0.1)	https://usegalaxy.eu	c8d70d4402852fb5	https://usegalaxy.eu/published/workflow?id=c8d70d4402852fb5	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-02-06	2025-04-25	1	1		__MERGE_COLLECTION__, CONVERTER_uncompressed_to_gz, fastq_dl, tp_awk_tool, CONVERTER_gz_to_uncompressed			Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.1)	https://usegalaxy.eu	08e25b733cd796e6	https://usegalaxy.eu/published/workflow?id=08e25b733cd796e6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		biom_convert, __FILTER_EMPTY_DATASETS__, collection_element_identifiers, tp_awk_tool, taxonomy_krona_chart, bedtools_maskfastabed, mapseq, __FILTER_FROM_FILE__	k-mer counting, Formatting, Mapping, Visualisation		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.1)	https://usegalaxy.eu	0609a4b1941d1a68	https://usegalaxy.eu/published/workflow?id=0609a4b1941d1a68	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		fastqc, fastp, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, __UNZIP_COLLECTION__, prinseq, multiqc, fastq_filter, tp_find_and_replace, mgnify_seqprep	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Nucleic acid design, Sequencing quality control, Sequence contamination filtering		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.1)	https://usegalaxy.eu	d6ff6be33b8bfe85	https://usegalaxy.eu/published/workflow?id=d6ff6be33b8bfe85	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		fastqc, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, prinseq, multiqc, fastq_filter, tp_find_and_replace	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control, Sequence contamination filtering		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.2)	https://usegalaxy.eu	76e9cd837ea5e7da	https://usegalaxy.eu/published/workflow?id=76e9cd837ea5e7da	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-27	2025-04-25	1	1		fastqc, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, prinseq, multiqc, fastq_filter, tp_find_and_replace	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control, Sequence contamination filtering		Apache-2.0			False	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.eu	6aa2891bd2b41f32	https://usegalaxy.eu/published/workflow?id=6aa2891bd2b41f32	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.eu	60e0b2a28a900178	https://usegalaxy.eu/published/workflow?id=60e0b2a28a900178	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
MGnify's amplicon pipeline v5.0 (release v0.2)	https://usegalaxy.eu	32219131f48494bf	https://usegalaxy.eu/published/workflow?id=32219131f48494bf	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-03-13	2025-04-25	1	1		__MERGE_COLLECTION__, CONVERTER_uncompressed_to_gz, fastq_dl, tp_awk_tool, CONVERTER_gz_to_uncompressed			Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.2)	https://usegalaxy.eu	fb806b88850f3427	https://usegalaxy.eu/published/workflow?id=fb806b88850f3427	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		biom_convert, __FILTER_EMPTY_DATASETS__, collection_element_identifiers, tp_awk_tool, taxonomy_krona_chart, bedtools_maskfastabed, mapseq, __FILTER_FROM_FILE__	k-mer counting, Formatting, Mapping, Visualisation		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.2)	https://usegalaxy.eu	9fddc44294236e8f	https://usegalaxy.eu/published/workflow?id=9fddc44294236e8f	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		fastqc, fastp, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, __UNZIP_COLLECTION__, prinseq, multiqc, fastq_filter, tp_find_and_replace, mgnify_seqprep	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Nucleic acid design, Sequencing quality control, Sequence contamination filtering		Apache-2.0			False	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.3)	https://usegalaxy.eu	da19c0eaa757fa39	https://usegalaxy.eu/published/workflow?id=da19c0eaa757fa39	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-03-13	2025-04-25	1	1		fastqc, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, prinseq, multiqc, fastq_filter, tp_find_and_replace	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control, Sequence contamination filtering		Apache-2.0			False	False
Copy of Metaproteomics_GTN shared by user engy.nasr	https://usegalaxy.eu	c6b6ba35e5b6500a	https://usegalaxy.eu/published/workflow?id=c6b6ba35e5b6500a		proteomics, name:microgalaxy	2025-02-14	2025-03-27	0	0		query_tabular, unipept, sqlite_to_tabular, peptide_shaker, search_gui	Prediction and recognition, Visualisation					False	False
pAllori WGS	https://usegalaxy.eu	4f245ac304ab76d9	https://usegalaxy.eu/published/workflow?id=4f245ac304ab76d9	Engy Nasr, Paul Zierep	name:pallori, name:microgalaxy, name:wgs	2024-07-16	2025-02-17	18	18		fastqc, trimmomatic, abricate, __FLATTEN__, shovill, Grouping1, multiqc, ggplot2_heatmap, Remove beginning1, regexColumn1, collection_column_join	Genome assembly, Validation, Statistical calculation, Sequence composition calculation, Visualisation, Sequencing quality control, Antimicrobial resistance prediction		MIT			False	False
MetaG: Preparation, Building and Annotation of Metagenomics Assembled Genomes 	https://usegalaxy.eu	667bac8d7453e5f1	https://usegalaxy.eu/published/workflow?id=667bac8d7453e5f1	Valerie C. Schiml, Magnus Ø. Arntzen, Bérénice Batut	name:microgalaxy, name:microbiome, name:mags	2024-09-30	2024-12-21	14	14		fastqc, coverm_contig, checkm_lineage_wf, quast, coverm_genome, tp_grep_tool, interproscan, hmmer_hmmscan, sort1, cat_bins, trim_galore, fasplit, fraggenescan, kofamscan, tp_awk_tool, tp_cat, maxbin2	Sequence assembly validation, Sequence trimming, Gene prediction, Taxonomic classification, Protein feature detection, Sequence motif recognition, Sequence database search, Multiple sequence alignment, Sequence assembly, Statistical calculation, Format validation, Sequencing quality control, Primer removal, Probabilistic sequence generation, Formatting, Read pre-processing, Gene functional annotation, Conversion, Validation, Sequence analysis, Sequence profile generation, Database search, Sequence composition calculation, Local alignment, Coding region prediction, Sequence generation, Data retrieval, Visualisation		MIT			True	False
ASaiM-MT: Metatranscriptomics Analysis of Microbes	https://usegalaxy.eu	096b75501c8e0888	https://usegalaxy.eu/published/workflow?id=096b75501c8e0888	Subina Mehta, Marie Crane, Emma Leith, Bérénice Batut, Saskia Hiltemann, Magnus Ø Arntzen, Benoit J. Kunath, Phillip B. Pope, Francesco Delogu, Ray Sajulga, Praveen Kumar, James E. Johnson, Timothy J. Griffin, Pratik D. Jagtap	asaim, metatranscriptomics, rna-seq, microbiome, name:microgalaxy	2024-12-20	2024-12-20	3	3		export2graphlan, format_metaphlan2_output, tp_sort_header_tool, combine_metaphlan2_humann2, metaphlan2krona, bg_sortmerna, graphlan, group_humann2_uniref_abundances_to_go, humann2_genefamilies_genus_level, fastqc, humann2_unpack_pathways, humann2_renorm_table, cutadapt, graphlan_annotate, Grep1, humann2, metaphlan2, Grouping1, fastq_paired_end_interlacer, multiqc, taxonomy_krona_chart	Sequence trimming, Taxonomic classification, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Primer removal, Formatting, Phylogenetic inference, Phylogenetic tree visualisation, Conversion, Read pre-processing, Phylogenetic tree editing, Validation, Sequence composition calculation, Sequence similarity search, Sequence comparison, Visualisation		MIT			True	False
MAGs building with individual assembly	https://usegalaxy.eu	0563f58718be932d	https://usegalaxy.eu/published/workflow?id=0563f58718be932d	Bérénice Batut, Paul Zierep, Mina Hojat Ansari, Patrick Bühler	name:fairymags, name:microgalaxy	2024-12-20	2024-12-20	1	1		checkm_lineage_wf, quast, gtdbtk_classify_wf, maxbin2, concoct_coverage_table, collection_column_join, metabat2, coverm_genome, concoct_merge_cut_up_clustering, fastq_paired_end_joiner, concoct_extract_fasta_bins, concoct, metabat2_jgi_summarize_bam_contig_depths, concoct_cut_up_fasta, Fasta_to_Contig2Bin, bowtie2, drep_dereplicate, semibin, das_tool, __FLATTEN__, megahit, __UNZIP_COLLECTION__, multiqc, checkm_plot, samtools_sort	Read binning, Sequence assembly validation, Taxonomic classification, Read mapping, Genome annotation, Sequence assembly, Statistical calculation, Sequencing quality control, Genome comparison, Validation, Sequence composition calculation, Local alignment, Genome alignment, Genome assembly, Sequence clustering, Query and retrieval, Visualisation		MIT			False	False
MetaT: Metatranscriptomics data analysis	https://usegalaxy.eu	fd90652d475ed739	https://usegalaxy.eu/published/workflow?id=fd90652d475ed739	Valerie C. Schiml, Magnus Ø. Arntzen, Francesco Delogu, Praveen Kumar, Benoit Kunath, Bérénice Batut,  Subina Mehta, James E. Johnson,  Björn Grüning, Phillip B. Pope, Pratik D. Jagtap, Timothy J. Griffin	name:microgalaxy, metatranscriptomics, microbiome	2024-11-21	2024-12-20	6	6		fastqc, collection_column_join, __UNZIP_COLLECTION__, trim_galore, bg_sortmerna, kallisto_quant	Primer removal, Read pre-processing, Gene expression profiling, Sequence trimming, Sequence composition calculation, Sequence similarity search, Sequence alignment analysis, Statistical calculation, Sequence comparison, Sequencing quality control		MIT			True	False
Halophiles workup of Comparative gene analysis	https://usegalaxy.eu	a2c46deea34d9d80	https://usegalaxy.eu/published/workflow?id=a2c46deea34d9d80	Anton Nekrutenko	genome-annotation, name:microgalaxy	2024-12-03	2024-12-05	2	2		collapse_dataset, bg_diamond_view, cat1, Add_a_column1, gops_intersect_1, join1, rbc_mafft, bg_diamond, tp_split_on_column, Filter1, Cut1, tab2fasta, regexColumn1, rapidnj	Multiple sequence alignment, Phylogenetic tree generation, Sequence alignment analysis					True	False
Metaproteomics workflow	https://usegalaxy.eu	cefc49c13ff73231	https://usegalaxy.eu/published/workflow?id=cefc49c13ff73231	Timothy Griffin, Pratik Jagtap, James Johnson, Clemens Blank, Subina Mehta	name:metaproteomics, name:galaxyp, name:massspectrometry, name:microgalaxy	2024-11-21	2024-11-21	40	40		query_tabular, unipept, sqlite_to_tabular, peptide_shaker, search_gui	Prediction and recognition, Visualisation		MIT			True	False
Feature-Count Table Normalization	https://usegalaxy.eu	6239178d7cc4ac68	https://usegalaxy.eu/published/workflow?id=6239178d7cc4ac68	Johannes Effenberger	name:microgalaxy, normalization, softmax, relative-abundance, sigmoid, css, limma-tmm, limma-rle	2024-11-21	2024-11-21	5	5		__BUILD_LIST__, map_param_value, Grep1, __EXTRACT_DATASET__, __FILTER_EMPTY_DATASETS__			MIT			True	False
metaQuantome_datacreation_workflow	https://usegalaxy.eu	cd675ab32d3e7833	https://usegalaxy.eu/published/workflow?id=cd675ab32d3e7833	Subina Metha, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane	proteomics, name:microgalaxy	2024-11-21	2024-11-21	1	1		query_tabular, regex1, Cut1, unipept, Filter1, tp_replace_in_column, peptide_shaker, Remove beginning1, tp_replace_in_line, msconvert, flashlfq, search_gui	Formatting, Label-free quantification, Prediction and recognition, Filtering, Visualisation		MIT			True	False
metaquantome-function-worklow	https://usegalaxy.eu	e5a89ef7b5f1c1d9	https://usegalaxy.eu/published/workflow?id=e5a89ef7b5f1c1d9	Subina Mehta, Timothy J. Griffin, Pratik Jagtap, Emma Leith, Marie Crane, Praveen Kumar	proteomics, name:microgalaxy	2024-11-21	2024-11-21	3	3		metaquantome_viz, metaquantome_sample, metaquantome_expand, metaquantome_db, metaquantome_filter, metaquantome_stat	Principal component visualisation, Functional clustering, Filtering, Indexing, Heat map generation, Statistical inference, Quantification, Query and retrieval, Differential protein expression analysis, Visualisation		MIT			True	False
Cloud Aerosol MT-MG Contamination Filtering	https://usegalaxy.eu	c09159d7aad0f264	https://usegalaxy.eu/published/workflow?id=c09159d7aad0f264	Engy Nasr , Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	2	2		fastq_to_tabular, filter_tabular, bowtie2, recentrifuge, kraken2, seq_filter_by_id	Read mapping, Expression analysis, Cross-assembly, Taxonomic classification		MIT			True	False
 Cloud-Aerosole MT-MG Functional Profiling	https://usegalaxy.eu	63478edcea3f449a	https://usegalaxy.eu/published/workflow?id=63478edcea3f449a	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	4	4		multiqc, featurecounts, bowtie2	Read mapping, RNA-Seq quantification, Read summarisation, Validation, Sequencing quality control		MIT			True	False
Cloud-Aerosole MT-MG Pre-Processing	https://usegalaxy.eu	1ef76b7b86e15792	https://usegalaxy.eu/published/workflow?id=1ef76b7b86e15792	Engy Nasr, Bérénice Batut, Raphaëlle Péguilhan, Pierre Amato	metagenomics, metatranscriptomics, name:microgalaxy	2024-11-21	2024-11-21	6	6		fastqc, trimmomatic, multiqc	Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control		MIT			True	False
MAGs workflow	https://usegalaxy.eu	97312d273b6e8bd9	https://usegalaxy.eu/published/workflow?id=97312d273b6e8bd9		name:microgalaxy	2023-11-15	2024-07-11	14	14		checkm_lineage_wf, quast, maxbin2, concoct_coverage_table, metabat2, coverm_genome, concoct_merge_cut_up_clustering, concoct_extract_fasta_bins, concoct, metabat2_jgi_summarize_bam_contig_depths, concoct_cut_up_fasta, Fasta_to_Contig2Bin, bowtie2, drep_dereplicate, semibin, das_tool, megahit, __UNZIP_COLLECTION__, fastq_paired_end_interlacer, samtools_sort	Read binning, Sequence assembly validation, Genome assembly, Validation, Sequence composition calculation, Local alignment, Read mapping, Genome comparison, Genome annotation, Sequence assembly, Statistical calculation, Sequence clustering, Sequencing quality control, Visualisation					False	False
PathoGFAIR	https://usegalaxy.eu	0dce37adb369492c	https://usegalaxy.eu/published/workflow?id=0dce37adb369492c	Engy Nasr, Bérénice Batut, Paul Zierep	name:microgalaxy, name:iwc, name:pathogfair, name:nanopore, name:collection	2024-05-31	2024-07-03	93	93					MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation	https://usegalaxy.eu	376119528377a3ae	https://usegalaxy.eu/published/workflow?id=376119528377a3ae	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-04-03	2024-06-24	58	58		Count1, tp_replace_in_column, __FILTER_EMPTY_DATASETS__, fasta_merge_files_and_filter_unique_sequences, clustalw, tp_sorted_uniq, tp_split_on_column, ggplot2_heatmap, Remove beginning1, tab2fasta, fasta2tab, Cut1, regexColumn1, collapse_dataset, newick_display, bedtools_getfastabed, regex1, Grouping1, tp_multijoin_tool, fasttree, __FILTER_FAILED_DATASETS__, collection_column_join	Multiple sequence alignment, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Mapping, Visualisation		MIT			False	False
Allele-based Pathogen Identification	https://usegalaxy.eu	09c7069ae409c362	https://usegalaxy.eu/published/workflow?id=09c7069ae409c362	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2023-04-12	2024-06-24	72	72		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Nanopore Preprocessing	https://usegalaxy.eu	a705370bc2c13d5c	https://usegalaxy.eu/published/workflow?id=a705370bc2c13d5c	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2023-04-12	2024-06-24	190	190		fastqc, minimap2, fastp, collapse_dataset, nanoplot, samtools_fastx, krakentools_extract_kraken_reads, collection_column_join, Add_a_column1, bamtools_split_mapped, multiqc, Grep1, __FILTER_FAILED_DATASETS__, kraken2, Cut1, regexColumn1, porechop	Data handling, Pairwise sequence alignment, Validation, Taxonomic classification, Box-Whisker plot plotting, Sequence composition calculation, Aggregation, Sequence contamination filtering, Scatter plot plotting, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Visualisation		MIT			False	False
Taxonomy Profiling and Visualization with Phinch	https://usegalaxy.eu	b67b5ecd3305f830	https://usegalaxy.eu/published/workflow?id=b67b5ecd3305f830	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:gtn	2023-04-12	2024-06-19	8	8		kraken2, kraken_biom, interactive_tool_phinch	Genome annotation, Taxonomic classification		MIT			False	False
metaQuantome_datacreation_workflow	https://usegalaxy.eu	fc42cc9467c6ee8d	https://usegalaxy.eu/published/workflow?id=fc42cc9467c6ee8d		proteomics, name:microgalaxy	2023-12-14	2024-06-19	0	0		query_tabular, regex1, Cut1, unipept, Filter1, tp_replace_in_column, peptide_shaker, Remove beginning1, tp_replace_in_line, msconvert, flashlfq, search_gui	Formatting, Label-free quantification, Prediction and recognition, Filtering, Visualisation					False	False
Gene-based Pathogen Identification	https://usegalaxy.eu	585c21b7b1d864fc	https://usegalaxy.eu/published/workflow?id=585c21b7b1d864fc	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2023-04-13	2024-06-05	142	142		compose_text_param, __BUILD_LIST__, abricate, flye, fasta2tab, bandage_image, medaka_consensus_pipeline, tp_find_and_replace, split_file_to_collection, tab2fasta, param_value_from_file, collection_element_identifiers	De-novo assembly, Cross-assembly, Base-calling, Mapping assembly, Variant calling, Sequence assembly visualisation, Sequence assembly, Genome assembly, Antimicrobial resistance prediction		MIT			False	False
Taxonomy Profiling and Visualization with Krona	https://usegalaxy.eu	10101558b211a782	https://usegalaxy.eu/published/workflow?id=10101558b211a782	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2023-05-11	2024-06-05	58	58		kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Visualisation, Aggregation, Taxonomic classification		MIT			False	False
Pathogen-Detection-Nanopore-All-Samples-Analysis-Juyptool	https://usegalaxy.eu	c8bc4af6dd3b5d02	https://usegalaxy.eu/published/workflow?id=c8bc4af6dd3b5d02	Engy Nasr, Bérénice Batut	microbiome, nanopore, iwc, name:collection, name:microgalaxy	2022-11-29	2024-04-04	205	205		Count1, tp_replace_in_column, __FILTER_EMPTY_DATASETS__, interactive_tool_jupyter_notebook, fasta_merge_files_and_filter_unique_sequences, clustalw, tp_sorted_uniq, tp_split_on_column, ggplot2_heatmap, Remove beginning1, tab2fasta, fasta2tab, Cut1, regexColumn1, collapse_dataset, newick_display, bedtools_getfastabed, regex1, Grouping1, tp_multijoin_tool, fasttree, __FILTER_FAILED_DATASETS__, collection_column_join	Multiple sequence alignment, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Mapping, Visualisation		MIT			False	False
Mgnify ML	https://usegalaxy.eu	011f701c5a55bfdf	https://usegalaxy.eu/published/workflow?id=011f701c5a55bfdf		name:microgalaxy	2023-10-10	2024-03-15	128	128		interactive_tool_jupyter_notebook, __BUILD_LIST__						True	False
Normalization	https://usegalaxy.eu	0603f0898211f806	https://usegalaxy.eu/published/workflow?id=0603f0898211f806		name:microgalaxy	2023-09-25	2024-03-13	80	80		__BUILD_LIST__, map_param_value, Grep1, __EXTRACT_DATASET__, __FILTER_EMPTY_DATASETS__						False	False
WF1_Database_Generation_Workflow	https://usegalaxy.eu	7cfbf4b7bd3f30d3	https://usegalaxy.eu/published/workflow?id=7cfbf4b7bd3f30d3		name:clinicalmp, name:microgalaxy	2023-12-14	2023-12-14	1	1		fasta_merge_files_and_filter_unique_sequences, metanovo	de Novo sequencing, Tag-based peptide identification, Expression analysis, Protein identification, Target-Decoy					False	False
WF2_Discovery-Workflow	https://usegalaxy.eu	8af41219411062ad	https://usegalaxy.eu/published/workflow?id=8af41219411062ad		name:microgalaxy, name:clinicalmp	2023-12-14	2023-12-14	1	1		query_tabular, fasta_merge_files_and_filter_unique_sequences, filter_tabular, Cut1, Grouping1, fasta2tab, dbbuilder, Filter1, maxquant, Grep1, ident_params, peptide_shaker, Remove beginning1, fasta_cli, msconvert, tp_cat, search_gui	Imputation, Formatting, Clustering, Heat map generation, Principal component plotting, Protein quantification, Statistical calculation, Filtering, Standardisation and normalisation, Visualisation					False	False
WF3_VERIFICATION_WORKFLOW	https://usegalaxy.eu	d87fc6685e47d27d	https://usegalaxy.eu/published/workflow?id=d87fc6685e47d27d		name:microgalaxy, name:clinicalmp	2023-12-14	2023-12-14	1	1		collapse_dataset, query_tabular, fasta_merge_files_and_filter_unique_sequences, Grouping1, dbbuilder, Filter1, pepquery2, uniprotxml_downloader, Cut1, Remove beginning1, tp_cat						False	False
